W_key,epoch_w,epoch_f,error,time,window_size_0,window_size_1
1,0,1,0.9430198088530191,0.5159859657287598,5,5
1,0,2,0.8794087900722621,1.0010254383087158,5,5
1,0,3,0.8202385515516838,1.4175114631652832,5,5
1,0,4,0.7718462091249801,1.8627123832702637,5,5
1,0,5,0.6416007984689942,2.3068511486053467,5,5
1,0,6,0.6388131044963725,2.7670416831970215,5,5
1,0,7,0.6030574331902594,3.2101340293884277,5,5
1,0,8,0.5997164993613227,3.6848556995391846,5,5
1,0,9,0.5984529916225663,4.080088376998901,5,5
1,0,10,0.5965228129991652,4.505758285522461,5,5
1,0,11,0.5916965989181967,4.932228326797485,5,5
1,0,12,0.5694460613808238,5.359511852264404,5,5
1,0,13,0.5675546390930833,5.788151502609253,5,5
1,0,14,0.5669213778395059,6.2311224937438965,5,5
1,0,15,0.5645909938464404,6.6448493003845215,5,5
1,0,16,0.5652212415378297,8.124706029891968,5,5
1,0,17,0.5678184348721087,9.537692546844482,5,5
1,0,18,0.5670978869761322,11.062898874282837,5,5
1,0,19,0.5648548872128946,12.824113368988037,5,5
1,0,20,0.5631684536729544,14.48991084098816,5,5
1,0,21,0.5618488752429407,15.857213735580444,5,5
1,0,22,0.5597942286387804,17.477736949920654,5,5
1,0,23,0.5603879665172153,19.441376209259033,5,5
1,0,24,0.5615688499740077,21.248075246810913,5,5
1,0,25,0.5628916160331581,23.08632254600525,5,5
1,0,26,0.5622361261411167,24.583062410354614,5,5
1,0,27,0.560917084516444,26.162409782409668,5,5
1,0,28,0.5597269684941321,27.903853178024292,5,5
1,0,29,0.5591290608460081,29.556133270263672,5,5
1,0,30,0.5604412310524369,31.20651865005493,5,5
1,0,31,0.5611103274958263,32.70261192321777,5,5
1,0,32,0.5626594470678689,34.03421354293823,5,5
1,0,33,0.5630026824729158,35.47456669807434,5,5
1,0,34,0.5616791573858413,36.93955206871033,5,5
1,0,35,0.5622857188164372,38.2747688293457,5,5
1,0,36,0.5636132411747112,39.95258450508118,5,5
1,0,37,0.5632598982137341,41.49802231788635,5,5
1,0,38,0.5619351736615912,42.58679556846619,5,5
1,0,39,0.5637466343225649,44.03017783164978,5,5
1,0,40,0.5631363666784852,45.588242053985596,5,5
1,0,41,0.5618975583692309,47.32787847518921,5,5
1,0,42,0.5630361602226766,48.98473525047302,5,5
1,0,43,0.5623840989629227,50.58267140388489,5,5
1,0,44,0.5603091287938332,52.09888219833374,5,5
1,0,45,0.561624163702245,53.43156552314758,5,5
1,0,46,0.5636903741515252,54.74744725227356,5,5
1,0,47,0.5623716923625837,56.10448169708252,5,5
1,0,48,0.5611822071299313,57.55688714981079,5,5
1,0,49,0.5627289485524121,59.053244829177856,5,5
1,0,50,0.5633253965509739,60.56910586357117,5,5
2,1,1,0.680951539444954,62.25053000450134,4,5
2,1,2,0.6428300878540076,63.70765018463135,4,5
2,1,3,0.635578370627392,64.98815155029297,4,5
2,1,4,0.6290113617961537,66.40669131278992,4,5
2,1,5,0.6264392908850729,67.75368642807007,4,5
2,1,6,0.6243897313757756,69.12807989120483,4,5
2,1,7,0.6255804871395713,70.36309838294983,4,5
2,1,8,0.6285442315368556,71.73507118225098,4,5
2,1,9,0.6332261041702522,73.17964601516724,4,5
2,1,10,0.63179762961126,74.47351479530334,4,5
2,1,11,0.6302637130119144,75.61226844787598,4,5
2,1,12,0.639486064023768,76.67594337463379,4,5
2,1,13,0.638250471020625,77.82332110404968,4,5
2,1,14,0.6393044574894124,78.80398440361023,4,5
2,1,15,0.6309368811750904,80.22405529022217,4,5
2,1,16,0.6414758818639053,81.46294021606445,4,5
2,1,17,0.6313050081145483,82.69429850578308,4,5
2,1,18,0.6319101546136355,83.98833990097046,4,5
2,1,19,0.632788663558878,85.42904567718506,4,5
2,1,20,0.6335931422874452,86.93392205238342,4,5
2,1,21,0.6366632203494144,88.35502767562866,4,5
2,1,22,0.6341357774935144,89.77482628822327,4,5
2,1,23,0.6334264371532223,91.05282950401306,4,5
2,1,24,0.6397781657362965,92.1436460018158,4,5
2,1,25,0.6383581063106843,93.75270128250122,4,5
2,1,26,0.639855302373297,94.86740946769714,4,5
2,1,27,0.6413623820107737,95.91721248626709,4,5
3,1,1,0.7845218830675457,97.49039578437805,4,5
3,1,2,0.7489371768592181,98.90046072006226,4,5
3,1,3,0.7368945054708178,100.37213325500488,4,5
3,1,4,0.6327380760465439,101.84125208854675,4,5
3,1,5,0.6185118864296081,103.24428272247314,4,5
3,1,6,0.5935292170789173,104.51169347763062,4,5
3,1,7,0.5877336971652135,105.78391122817993,4,5
3,1,8,0.5907775143213997,106.98009276390076,4,5
3,1,9,0.5982743980125551,108.36718034744263,4,5
3,1,10,0.5983063221467126,109.65145945549011,4,5
3,1,11,0.5993562610709058,110.94664788246155,4,5
3,1,12,0.6065716384925871,112.22446537017822,4,5
3,1,13,0.603390376724808,113.51978635787964,4,5
3,1,14,0.6110159194158431,114.78365421295166,4,5
3,1,15,0.6156710231414051,115.97755408287048,4,5
3,1,16,0.6081009266480439,117.29833912849426,4,5
3,1,17,0.6195186662125552,118.68837523460388,4,5
3,1,18,0.6080659276169266,119.95155000686646,4,5
3,1,19,0.6236761866645185,121.0997486114502,4,5
3,1,20,0.613344745903609,122.45811128616333,4,5
3,1,21,0.6162868779525577,123.63290810585022,4,5
3,1,22,0.6241877537577697,124.89818716049194,4,5
3,1,23,0.6362380735516913,126.13508725166321,4,5
3,1,24,0.6472464425664928,127.33232808113098,4,5
3,1,25,0.6410236156994678,128.84017062187195,4,5
3,1,26,0.6425846638313628,130.22149658203125,4,5
3,1,27,0.6328682507671692,131.40054893493652,4,5
3,1,28,0.6450079442892449,132.58681964874268,4,5
4,1,1,0.8277763589158396,134.14891171455383,4,5
4,1,2,0.7785379967149612,135.60683131217957,4,5
4,1,3,0.7575204897077135,137.13690280914307,4,5
4,1,4,0.7515828975956245,138.79593968391418,4,5
4,1,5,0.7367162353942018,140.40955257415771,4,5
4,1,6,0.7159589104268471,141.8558361530304,4,5
4,1,7,0.6176755183440401,143.19484543800354,4,5
4,1,8,0.6130052619568682,144.62969613075256,4,5
4,1,9,0.6138275063650697,146.15898323059082,4,5
4,1,10,0.6191584200632563,147.26196551322937,4,5
4,1,11,0.6230381993250377,147.60764002799988,4,5
4,1,12,0.6292156912681763,148.95893239974976,4,5
4,1,13,0.624156471831066,150.3067979812622,4,5
4,1,14,0.6307185104005532,151.67180252075195,4,5
4,1,15,0.624493823913771,153.00100421905518,4,5
4,1,16,0.6207471700164758,154.65222597122192,4,5
4,1,17,0.63235289521433,155.93072962760925,4,5
4,1,18,0.636090203102194,157.1650779247284,4,5
4,1,19,0.6403566838890713,158.44626545906067,4,5
4,1,20,0.6512099320600536,158.9011425971985,4,5
4,1,21,0.6458848327532836,159.21065497398376,4,5
4,1,22,0.6420245719767046,159.601478099823,4,5
4,1,23,0.6391042534858594,160.11620140075684,4,5
4,1,24,0.6560305839787841,160.53667950630188,4,5
4,1,25,0.660189182055017,161.08641934394836,4,5
4,1,26,0.6352361337310756,161.6772825717926,4,5
4,1,27,0.6349894187630067,162.6505081653595,4,5
4,1,28,0.6255632032143085,163.46631121635437,4,5
4,1,29,0.6303168977691301,164.02646589279175,4,5
5,1,1,0.7885345077662282,165.675311088562,4,5
5,1,2,0.7034219298295891,167.18417382240295,4,5
5,1,3,0.6695354618807785,168.69437527656555,4,5
5,1,4,0.6462165297499991,170.30053520202637,4,5
5,1,5,0.6217395621850915,171.68638515472412,4,5
5,1,6,0.6004463936238793,173.02371621131897,4,5
5,1,7,0.5956831314930755,174.32971286773682,4,5
5,1,8,0.5925191231286869,175.76059246063232,4,5
5,1,9,0.5941674555934873,177.19184470176697,4,5
5,1,10,0.5999903606761359,178.60882902145386,4,5
5,1,11,0.6169313063974473,180.0717806816101,4,5
5,1,12,0.6156764690121558,181.47039270401,4,5
5,1,13,0.6318977613556006,182.67131447792053,4,5
5,1,14,0.6208126166079169,183.97413420677185,4,5
5,1,15,0.6209186906594887,185.29477310180664,4,5
5,1,16,0.6232017209862944,186.70983695983887,4,5
5,1,17,0.6066003026085213,188.35971236228943,4,5
5,1,18,0.6303402954221138,189.69665598869324,4,5
5,1,19,0.6197524763817903,191.20579266548157,4,5
5,1,20,0.6165956208542227,192.65253853797913,4,5
5,1,21,0.6137797694079146,193.9865062236786,4,5
5,1,22,0.6266915544027625,195.20077633857727,4,5
5,1,23,0.6432711894163765,196.39563918113708,4,5
5,1,24,0.6323401709194363,197.70091152191162,4,5
5,1,25,0.6324141344631687,198.94390225410461,4,5
5,1,26,0.6590298148985584,200.26406717300415,4,5
5,1,27,0.6320295174404968,201.63507318496704,4,5
5,1,28,0.6306834205973091,202.87311124801636,4,5
5,1,29,0.6922207729646327,203.99925637245178,4,5
6,1,1,0.7794886317517478,205.1269805431366,5,4
6,1,2,0.7521438163475218,206.17936420440674,5,4
6,1,3,0.7123089935741507,207.37911701202393,5,4
