epoch,error_train,error_val
0,0.5591290608460081,0.5651778908367773
1,0.3718038963934925,0.37735287115677396
2,0.3466151781105497,0.35083463358915756
3,0.3031526200727682,0.30510965922644173
4,0.24679933747527544,0.2593964539566346
5,0.251423617371893,0.2585454167641707
6,0.20948443202747766,0.21467593019457523
