W_key,epoch_w,epoch_f,error,time,window_size_0,window_size_1
1,0,1,0.9628975265017667,0.07286810874938965,5,5
1,0,2,0.8744186046511628,0.11785697937011719,5,5
1,0,3,0.8819599109131403,0.16686415672302246,5,5
1,0,4,0.8689547581903276,0.21678519248962402,5,5
1,0,5,0.8518518518518519,0.26784729957580566,5,5
1,0,6,0.84,0.34333324432373047,5,5
1,0,7,0.8352059925093633,0.4029879570007324,5,5
1,0,8,0.8501742160278746,0.4866170883178711,5,5
1,0,9,0.8088888888888889,0.5593721866607666,5,5
1,0,10,0.7916666666666666,0.6210322380065918,5,5
1,0,11,0.7763819095477387,0.6802492141723633,5,5
1,0,12,0.7617801047120418,0.7358109951019287,5,5
1,0,13,0.7843601895734598,0.7863280773162842,5,5
1,0,14,0.7209302325581395,0.8342990875244141,5,5
1,0,15,0.5668202764976958,0.886742115020752,5,5
1,0,16,0.5601851851851851,0.9359250068664551,5,5
1,0,17,0.6143250688705234,0.9836070537567139,5,5
1,0,18,0.6275303643724697,1.0295841693878174,5,5
1,0,19,0.5835962145110409,1.0809080600738525,5,5
1,0,20,0.647239263803681,1.1290969848632812,5,5
1,0,21,0.5513698630136986,1.174098253250122,5,5
1,0,22,0.5331010452961673,1.2212231159210205,5,5
1,0,23,0.5822784810126582,1.2624452114105225,5,5
1,0,24,0.607843137254902,1.3071160316467285,5,5
1,0,25,0.584375,1.35294508934021,5,5
1,0,26,0.5462962962962963,1.4026129245758057,5,5
1,0,27,0.5444444444444445,1.4543321132659912,5,5
1,0,28,0.5228070175438597,1.499643087387085,5,5
1,0,29,0.5562130177514792,1.543018102645874,5,5
1,0,30,0.5375,1.592210292816162,5,5
1,0,31,0.6231003039513678,1.6390409469604492,5,5
1,0,32,0.5632530120481928,1.6826989650726318,5,5
1,0,33,0.5950413223140496,1.728193998336792,5,5
1,0,34,0.56,1.7733120918273926,5,5
1,0,35,0.5189003436426116,1.8118231296539307,5,5
1,0,36,0.5051903114186851,1.8536770343780518,5,5
1,0,37,0.5857988165680473,1.8927512168884277,5,5
1,0,38,0.5825545171339563,1.9317021369934082,5,5
1,0,39,0.5682539682539682,1.9880330562591553,5,5
1,0,40,0.5794392523364487,2.030163288116455,5,5
1,0,41,0.5682539682539682,2.1564321517944336,5,5
1,0,42,0.543778801843318,2.2073721885681152,5,5
1,0,43,0.54337899543379,2.25224232673645,5,5
1,0,44,0.5973597359735974,2.2977750301361084,5,5
1,0,45,0.5789473684210527,2.342334270477295,5,5
1,0,46,0.5381944444444444,2.3885319232940674,5,5
1,0,47,0.5745341614906831,2.4343581199645996,5,5
1,0,48,0.5981308411214954,2.481598138809204,5,5
1,0,49,0.5335820895522387,2.5388810634613037,5,5
1,0,50,0.5263157894736843,2.6003382205963135,5,5
1,0,51,0.5875706214689266,2.6505472660064697,5,5
1,0,52,0.5693215339233038,2.692063093185425,5,5
1,0,53,0.561128526645768,2.7430450916290283,5,5
1,0,54,0.5923753665689149,2.785811185836792,5,5
1,0,55,0.5302325581395348,2.836700201034546,5,5
1,0,56,0.518796992481203,2.8871030807495117,5,5
1,0,57,0.6370967741935484,2.935305118560791,5,5
1,0,58,0.6184615384615384,2.9806571006774902,5,5
1,0,59,0.6127167630057804,3.0264792442321777,5,5
1,0,60,0.5563139931740615,3.083249092102051,5,5
1,0,61,0.5925925925925926,3.130826950073242,5,5
1,0,62,0.5236486486486487,3.1759212017059326,5,5
1,0,63,0.6069364161849711,3.2213430404663086,5,5
1,0,64,0.5176056338028169,3.267228126525879,5,5
1,0,65,0.6160458452722063,3.3185253143310547,5,5
1,0,66,0.6160458452722063,3.3697452545166016,5,5
1,0,67,0.6160458452722063,3.4223029613494873,5,5
1,0,68,0.5288135593220339,3.4719021320343018,5,5
1,0,69,0.5279720279720279,3.5211219787597656,5,5
1,0,70,0.5692771084337349,3.5726101398468018,5,5
1,0,71,0.5581395348837209,3.6185641288757324,5,5
1,0,72,0.6324110671936759,3.673549175262451,5,5
1,0,73,0.6253869969040248,3.721278190612793,5,5
1,0,74,0.5894428152492668,3.770212173461914,5,5
1,0,75,0.5838509316770186,3.8191001415252686,5,5
1,0,76,0.5555555555555556,3.865713119506836,5,5
1,0,77,0.5646687697160884,3.9098260402679443,5,5
1,0,78,0.5786163522012578,3.9554102420806885,5,5
1,0,79,0.5034722222222222,3.9989421367645264,5,5
1,0,80,0.5584905660377358,4.046182155609131,5,5
1,0,81,0.5584905660377358,4.093605041503906,5,5
1,0,82,0.5738636363636364,4.135672092437744,5,5
1,0,83,0.5601503759398496,4.180729150772095,5,5
1,0,84,0.5611940298507463,4.225364923477173,5,5
1,0,85,0.5482866043613708,4.271655321121216,5,5
1,0,86,0.5714285714285714,4.319667339324951,5,5
1,0,87,0.562874251497006,4.362312316894531,5,5
1,0,88,0.5601503759398496,4.412712335586548,5,5
1,0,89,0.5880597014925373,4.459766149520874,5,5
1,0,90,0.5880597014925373,4.521299123764038,5,5
1,0,91,0.5265017667844523,4.572979211807251,5,5
1,0,92,0.5051546391752577,4.619007110595703,5,5
1,0,93,0.6253687315634218,4.667826175689697,5,5
1,0,94,0.6197604790419162,4.715605020523071,5,5
1,0,95,0.5610687022900763,4.770678997039795,5,5
1,0,96,0.6101190476190477,4.836138010025024,5,5
1,0,97,0.5483870967741935,4.895565032958984,5,5
1,0,98,0.48083623693379796,4.9566662311553955,5,5
1,0,99,0.5757575757575757,5.0097270011901855,5,5
1,0,100,0.5517241379310345,5.061081171035767,5,5
2,1,1,0.7510204081632653,5.119688272476196,4,5
2,1,2,0.7146017699115044,5.160132169723511,4,5
2,1,3,0.6912751677852349,5.195802211761475,4,5
2,1,4,0.6657142857142857,5.232246160507202,4,5
2,1,5,0.6989795918367347,5.268752098083496,4,5
2,1,6,0.6626506024096386,5.306206226348877,4,5
2,1,7,0.6880733944954128,5.348570108413696,4,5
2,1,8,0.6938271604938271,5.387500047683716,4,5
2,1,9,0.6923076923076923,5.463753938674927,4,5
2,1,10,0.6880733944954128,5.504194021224976,4,5
2,1,11,0.6056338028169015,5.545664072036743,4,5
2,1,12,0.7176470588235294,5.585390090942383,4,5
2,1,13,0.6314496314496314,5.628300189971924,4,5
2,1,14,0.6409090909090909,5.6709771156311035,4,5
2,1,15,0.6548387096774193,5.716754198074341,4,5
2,1,16,0.6715176715176715,5.761378049850464,4,5
2,1,17,0.7154046997389034,5.807180166244507,4,5
2,1,18,0.6895833333333333,5.854655027389526,4,5
2,1,19,0.7109207708779444,5.898798227310181,4,5
2,1,20,0.6766666666666667,5.939826250076294,4,5
2,1,21,0.6762402088772845,5.9795660972595215,4,5
2,1,22,0.629746835443038,6.022139072418213,4,5
2,1,23,0.6784810126582279,6.066477060317993,4,5
2,1,24,0.6264367816091954,6.118791103363037,4,5
2,1,25,0.6530054644808743,6.162363290786743,4,5
2,1,26,0.6624365482233503,6.204161167144775,4,5
2,1,27,0.6455331412103746,6.238280296325684,4,5
2,1,28,0.7054054054054054,6.285839080810547,4,5
2,1,29,0.7048458149779735,6.329751014709473,4,5
2,1,30,0.6757369614512472,6.3867552280426025,4,5
2,1,31,0.6375545851528384,6.5663580894470215,4,5
2,1,32,0.6311475409836065,6.624253273010254,4,5
2,1,33,0.6474358974358974,6.653277158737183,4,5
2,1,34,0.6507936507936508,6.688585996627808,4,5
2,1,35,0.6541501976284585,6.722727298736572,4,5
2,1,36,0.6086956521739131,6.7618491649627686,4,5
2,1,37,0.7093333333333334,6.803177356719971,4,5
2,1,38,0.6629213483146068,6.837388038635254,4,5
2,1,39,0.5766129032258065,6.885427236557007,4,5
2,1,40,0.6871508379888268,6.922237157821655,4,5
2,1,41,0.6946236559139785,6.965120077133179,4,5
2,1,42,0.7184684684684685,7.006500244140625,4,5
2,1,43,0.7004048582995952,7.060204029083252,4,5
2,1,44,0.7225913621262459,7.1007301807403564,4,5
2,1,45,0.6288888888888888,7.138171195983887,4,5
2,1,46,0.708955223880597,7.174391031265259,4,5
2,1,47,0.7685393258426967,7.2102460861206055,4,5
2,1,48,0.7281947261663286,7.244949102401733,4,5
2,1,49,0.7104761904761905,7.280449151992798,4,5
2,1,50,0.6747967479674797,7.318761348724365,4,5
2,1,51,0.6817102137767221,7.348581075668335,4,5
2,1,52,0.6650717703349283,7.379691123962402,4,5
2,1,53,0.6695652173913044,7.416639089584351,4,5
2,1,54,0.6470588235294117,7.443384170532227,4,5
2,1,55,0.6597402597402597,7.485107898712158,4,5
2,1,56,0.6891891891891893,7.523590087890625,4,5
2,1,57,0.7464788732394366,7.5528881549835205,4,5
2,1,58,0.7258426966292135,7.586600303649902,4,5
2,1,59,0.78743961352657,7.646561145782471,4,5
2,1,60,0.7495107632093934,7.6878981590271,4,5
2,1,61,0.5830903790087463,7.721927165985107,4,5
2,1,62,0.5898876404494382,7.75929594039917,4,5
2,1,63,0.6197916666666667,7.793085336685181,4,5
2,1,64,0.5575757575757576,7.827660083770752,4,5
2,1,65,0.5864978902953586,7.85684609413147,4,5
2,1,66,0.5068027210884354,7.892055988311768,4,5
2,1,67,0.5509259259259259,7.925821304321289,4,5
2,1,68,0.6441717791411044,7.9677441120147705,4,5
2,1,69,0.5448275862068965,8.001343965530396,4,5
2,1,70,0.6324110671936759,8.032782077789307,4,5
2,1,71,0.6290322580645161,8.067998170852661,4,5
2,1,72,0.5825545171339563,8.109445095062256,4,5
2,1,73,0.6146179401993355,8.146294116973877,4,5
2,1,74,0.5883977900552486,8.17972707748413,4,5
2,1,75,0.6223404255319149,8.217917203903198,4,5
2,1,76,0.6024590163934427,8.253817081451416,4,5
2,1,77,0.6,8.294674158096313,4,5
2,1,78,0.6220472440944882,8.323649168014526,4,5
2,1,79,0.6181318681318682,8.355055093765259,4,5
2,1,80,0.6129032258064516,8.385703325271606,4,5
2,1,81,0.5875,8.417140007019043,4,5
2,1,82,0.6173184357541899,8.4514741897583,4,5
2,1,83,0.6031746031746033,8.480817079544067,4,5
2,1,84,0.7216828478964401,8.516138076782227,4,5
2,1,85,0.5707762557077626,8.552747011184692,4,5
2,1,86,0.5934065934065934,8.591210126876831,4,5
2,1,87,0.6263736263736264,8.624933242797852,4,5
2,1,88,0.5798816568047338,8.655559301376343,4,5
2,1,89,0.5619335347432024,8.686131238937378,4,5
2,1,90,0.6236559139784946,8.717801332473755,4,5
2,1,91,0.6132315521628499,8.749885320663452,4,5
2,1,92,0.6259541984732824,8.785412073135376,4,5
2,1,93,0.6279761904761905,8.823904037475586,4,5
2,1,94,0.5085324232081911,8.862070083618164,4,5
2,1,95,0.6227544910179641,8.900152206420898,4,5
2,1,96,0.6357142857142857,8.938947200775146,4,5
2,1,97,0.6558265582655827,8.979177236557007,4,5
2,1,98,0.5811688311688312,9.019860982894897,4,5
